Columns,n,type,mean,std,min,25%,50%,75%,max,value 1,value 2,value 3,value 4,value 5,freq 1,freq 2,freq 3,freq 4,freq 5,freq others,freq NA,
360X993,500,float64,83.37318,6.913772993,73.15,76.5975,86.455,89.55,93.24,75.24,88.75,74.36,77.2,88.42,18,12,11,9,8,442,0,
360X994,500,float64,1.6683,0.027268979,1.59,1.65,1.67,1.69,1.71,1.7,1.68,1.66,1.69,1.67,100,80,62,58,52,148,0,
360X995,500,float64,1.6683,0.027268979,1.59,1.65,1.67,1.69,1.71,1.7,1.68,1.66,1.69,1.67,100,80,62,58,52,148,0,
360X996,500,float64,149.9426,0.12146913,149.6,150,150,150,150,150,149.7,149.6,149.8,149.9,405,64,17,13,1,0,0,
360X997,500,float64,1.6683,0.027268979,1.59,1.65,1.67,1.69,1.71,1.7,1.68,1.66,1.69,1.67,100,80,62,58,52,148,0,
360X998,500,float64,149.9426,0.12146913,149.6,150,150,150,150,150,149.7,149.6,149.8,149.9,405,64,17,13,1,0,0,
360X999,500,float64,1.6683,0.027268979,1.59,1.65,1.67,1.69,1.71,1.7,1.68,1.66,1.69,1.67,100,80,62,58,52,148,0,
360X1000,500,float64,83.37318,6.913772993,73.15,76.5975,86.455,89.55,93.24,75.24,88.75,74.36,77.2,88.42,18,12,11,9,8,442,0,
360X1001,500,int64,0.03,0.212580293,0,0,0,0,2,0,1,2,,,489,7,4,,,0,0,"'360X1001',"
360X1002,500,int64,1.532,0.499474674,1,1,2,2,2,2,1,,,,266,234,,,,0,0,
360X1003,500,int64,1.532,0.499474674,1,1,2,2,2,2,1,,,,266,234,,,,0,0,
360X1004,500,float64,4.2391,0.147401643,3.95,4.1075,4.19,4.38,4.52,4.1,4.06,4.41,4.11,4.36,34,33,22,22,21,368,0,
360X1005,500,float64,163.7724,0.918763568,161.2,163.7,163.9,164.1,166.6,163.8,163.9,164.1,164.2,163.7,96,93,50,50,21,190,0,
360X1006,500,float64,163.7724,0.918763568,161.2,163.7,163.9,164.1,166.6,163.8,163.9,164.1,164.2,163.7,96,93,50,50,21,190,0,
360X1007,500,float64,163.7724,0.918763568,161.2,163.7,163.9,164.1,166.6,163.8,163.9,164.1,164.2,163.7,96,93,50,50,21,190,0,
360X1008,500,float64,18.9444,0.183390032,18.29,18.85,19.03,19.08,19.38,19.06,19.09,19.08,19.07,19.1,51,49,48,34,26,292,0,
360X1009,500,float64,163.7724,0.918763568,161.2,163.7,163.9,164.1,166.6,163.8,163.9,164.1,164.2,163.7,96,93,50,50,21,190,0,
360X1010,500,float64,163.7724,0.918763568,161.2,163.7,163.9,164.1,166.6,163.8,163.9,164.1,164.2,163.7,96,93,50,50,21,190,0,
360X1011,500,float64,18.9444,0.183390032,18.29,18.85,19.03,19.08,19.38,19.06,19.09,19.08,19.07,19.1,51,49,48,34,26,292,0,
360X1012,500,float64,163.7724,0.918763568,161.2,163.7,163.9,164.1,166.6,163.8,163.9,164.1,164.2,163.7,96,93,50,50,21,190,0,
360X1013,500,float64,163.7724,0.918763568,161.2,163.7,163.9,164.1,166.6,163.8,163.9,164.1,164.2,163.7,96,93,50,50,21,190,0,
360X1014,500,float64,4.2391,0.147401643,3.95,4.1075,4.19,4.38,4.52,4.1,4.06,4.41,4.11,4.36,34,33,22,22,21,368,0,
360X1015,500,float64,0.2117,0.027400942,0.15,0.2,0.21,0.23,0.3,0.2,0.21,0.19,0.23,0.22,106,104,52,46,39,153,0,
360X1016,500,float64,18.9444,0.183390032,18.29,18.85,19.03,19.08,19.38,19.06,19.09,19.08,19.07,19.1,51,49,48,34,26,292,0,
360X1017,500,float64,18.9444,0.183390032,18.29,18.85,19.03,19.08,19.38,19.06,19.09,19.08,19.07,19.1,51,49,48,34,26,292,0,
360X1018,500,float64,18.9444,0.183390032,18.29,18.85,19.03,19.08,19.38,19.06,19.09,19.08,19.07,19.1,51,49,48,34,26,292,0,
360X1019,500,float64,173.034,1.836079076,167,173.5,173.6,174,176.6,174,173.6,173.5,173.7,173.8,88,84,53,41,33,201,0,
360X1020,500,float64,18.9444,0.183390032,18.29,18.85,19.03,19.08,19.38,19.06,19.09,19.08,19.07,19.1,51,49,48,34,26,292,0,
360X1021,500,float64,18.9444,0.183390032,18.29,18.85,19.03,19.08,19.38,19.06,19.09,19.08,19.07,19.1,51,49,48,34,26,292,0,
360X1022,500,float64,173.034,1.836079076,167,173.5,173.6,174,176.6,174,173.6,173.5,173.7,173.8,88,84,53,41,33,201,0,
360X1023,500,float64,18.9444,0.183390032,18.29,18.85,19.03,19.08,19.38,19.06,19.09,19.08,19.07,19.1,51,49,48,34,26,292,0,
360X1024,500,float64,18.9444,0.183390032,18.29,18.85,19.03,19.08,19.38,19.06,19.09,19.08,19.07,19.1,51,49,48,34,26,292,0,
360X1025,500,float64,0.2117,0.027400942,0.15,0.2,0.21,0.23,0.3,0.2,0.21,0.19,0.23,0.22,106,104,52,46,39,153,0,
360X1026,500,float64,0.2117,0.027400942,0.15,0.2,0.21,0.23,0.3,0.2,0.21,0.19,0.23,0.22,106,104,52,46,39,153,0,
360X1027,500,float64,173.034,1.836079076,167,173.5,173.6,174,176.6,174,173.6,173.5,173.7,173.8,88,84,53,41,33,201,0,
360X1028,500,float64,173.034,1.836079076,167,173.5,173.6,174,176.6,174,173.6,173.5,173.7,173.8,88,84,53,41,33,201,0,
360X1029,500,float64,173.034,1.836079076,167,173.5,173.6,174,176.6,174,173.6,173.5,173.7,173.8,88,84,53,41,33,201,0,
360X1030,500,float64,20.003,0.183962726,19.31,19.93,20.08,20.11,20.44,20.1,20.12,20.09,20.08,20.11,81,38,31,23,23,304,0,
360X1031,500,float64,173.034,1.836079076,167,173.5,173.6,174,176.6,174,173.6,173.5,173.7,173.8,88,84,53,41,33,201,0,
360X1032,500,float64,173.034,1.836079076,167,173.5,173.6,174,176.6,174,173.6,173.5,173.7,173.8,88,84,53,41,33,201,0,
360X1033,500,float64,20.003,0.183962726,19.31,19.93,20.08,20.11,20.44,20.1,20.12,20.09,20.08,20.11,81,38,31,23,23,304,0,
360X1034,500,float64,173.034,1.836079076,167,173.5,173.6,174,176.6,174,173.6,173.5,173.7,173.8,88,84,53,41,33,201,0,
360X1035,500,float64,173.034,1.836079076,167,173.5,173.6,174,176.6,174,173.6,173.5,173.7,173.8,88,84,53,41,33,201,0,
360X1036,500,float64,0.2117,0.027400942,0.15,0.2,0.21,0.23,0.3,0.2,0.21,0.19,0.23,0.22,106,104,52,46,39,153,0,
360X1037,500,float64,0.2117,0.027400942,0.15,0.2,0.21,0.23,0.3,0.2,0.21,0.19,0.23,0.22,106,104,52,46,39,153,0,
360X1038,500,float64,20.003,0.183962726,19.31,19.93,20.08,20.11,20.44,20.1,20.12,20.09,20.08,20.11,81,38,31,23,23,304,0,
360X1039,500,float64,20.003,0.183962726,19.31,19.93,20.08,20.11,20.44,20.1,20.12,20.09,20.08,20.11,81,38,31,23,23,304,0,
360X1040,500,float64,20.003,0.183962726,19.31,19.93,20.08,20.11,20.44,20.1,20.12,20.09,20.08,20.11,81,38,31,23,23,304,0,
360X1041,500,float64,2486.521,23.98208623,2413.7,2483.2,2487.1,2496.9,2569.5,2495.9,2483.3,2484.5,2485.2,2484.1,25,21,19,17,14,404,0,
360X1042,500,float64,20.003,0.183962726,19.31,19.93,20.08,20.11,20.44,20.1,20.12,20.09,20.08,20.11,81,38,31,23,23,304,0,
360X1043,500,float64,20.003,0.183962726,19.31,19.93,20.08,20.11,20.44,20.1,20.12,20.09,20.08,20.11,81,38,31,23,23,304,0,
360X1044,500,float64,2486.521,23.98208623,2413.7,2483.2,2487.1,2496.9,2569.5,2495.9,2483.3,2484.5,2485.2,2484.1,25,21,19,17,14,404,0,
360X1045,500,float64,20.003,0.183962726,19.31,19.93,20.08,20.11,20.44,20.1,20.12,20.09,20.08,20.11,81,38,31,23,23,304,0,
360X1046,500,float64,20.003,0.183962726,19.31,19.93,20.08,20.11,20.44,20.1,20.12,20.09,20.08,20.11,81,38,31,23,23,304,0,
360X1047,500,float64,0.2117,0.027400942,0.15,0.2,0.21,0.23,0.3,0.2,0.21,0.19,0.23,0.22,106,104,52,46,39,153,0,
360X1048,500,float64,4.2391,0.147401643,3.95,4.1075,4.19,4.38,4.52,4.1,4.06,4.41,4.11,4.36,34,33,22,22,21,368,0,
360X1049,500,float64,198.8852,0.964324013,195.8,198.7,198.9,199.3,202.4,198.8,199,199.3,199.4,198.9,88,60,56,41,38,217,0,
360X1050,500,float64,198.8852,0.964324013,195.8,198.7,198.9,199.3,202.4,198.8,199,199.3,199.4,198.9,88,60,56,41,38,217,0,
360X1051,500,float64,198.8852,0.964324013,195.8,198.7,198.9,199.3,202.4,198.8,199,199.3,199.4,198.9,88,60,56,41,38,217,0,
360X1052,500,float64,49.84466,0.458171941,48.16,49.72,50.04,50.15,51.01,50.18,50.13,50.12,50.1,50.08,28,20,20,17,17,398,0,
360X1053,500,float64,198.8852,0.964324013,195.8,198.7,198.9,199.3,202.4,198.8,199,199.3,199.4,198.9,88,60,56,41,38,217,0,
360X1054,500,float64,198.8852,0.964324013,195.8,198.7,198.9,199.3,202.4,198.8,199,199.3,199.4,198.9,88,60,56,41,38,217,0,
360X1055,500,float64,49.84466,0.458171941,48.16,49.72,50.04,50.15,51.01,50.18,50.13,50.12,50.1,50.08,28,20,20,17,17,398,0,
360X1056,500,float64,198.8852,0.964324013,195.8,198.7,198.9,199.3,202.4,198.8,199,199.3,199.4,198.9,88,60,56,41,38,217,0,
360X1057,500,float64,198.8852,0.964324013,195.8,198.7,198.9,199.3,202.4,198.8,199,199.3,199.4,198.9,88,60,56,41,38,217,0,
360X1058,500,float64,4.2391,0.147401643,3.95,4.1075,4.19,4.38,4.52,4.1,4.06,4.41,4.11,4.36,34,33,22,22,21,368,0,
360X1059,500,float64,4.2391,0.147401643,3.95,4.1075,4.19,4.38,4.52,4.1,4.06,4.41,4.11,4.36,34,33,22,22,21,368,0,
360X1060,500,float64,49.84466,0.458171941,48.16,49.72,50.04,50.15,51.01,50.18,50.13,50.12,50.1,50.08,28,20,20,17,17,398,0,
360X1061,500,float64,49.84466,0.458171941,48.16,49.72,50.04,50.15,51.01,50.18,50.13,50.12,50.1,50.08,28,20,20,17,17,398,0,
360X1062,500,float64,49.84466,0.458171941,48.16,49.72,50.04,50.15,51.01,50.18,50.13,50.12,50.1,50.08,28,20,20,17,17,398,0,
360X1063,500,float64,163.7724,0.918763568,161.2,163.7,163.9,164.1,166.6,163.8,163.9,164.1,164.2,163.7,96,93,50,50,21,190,0,
360X1064,500,float64,49.84466,0.458171941,48.16,49.72,50.04,50.15,51.01,50.18,50.13,50.12,50.1,50.08,28,20,20,17,17,398,0,
360X1065,500,float64,49.84466,0.458171941,48.16,49.72,50.04,50.15,51.01,50.18,50.13,50.12,50.1,50.08,28,20,20,17,17,398,0,
360X1066,500,float64,163.7724,0.918763568,161.2,163.7,163.9,164.1,166.6,163.8,163.9,164.1,164.2,163.7,96,93,50,50,21,190,0,
360X1067,500,float64,49.84466,0.458171941,48.16,49.72,50.04,50.15,51.01,50.18,50.13,50.12,50.1,50.08,28,20,20,17,17,398,0,
360X1068,500,float64,49.84466,0.458171941,48.16,49.72,50.04,50.15,51.01,50.18,50.13,50.12,50.1,50.08,28,20,20,17,17,398,0,
360X1069,500,float64,4.2391,0.147401643,3.95,4.1075,4.19,4.38,4.52,4.1,4.06,4.41,4.11,4.36,34,33,22,22,21,368,0,
360X1070,500,float64,84.80304,6.57185329,75.51,78.4,88.06,90.8,94.39,77.42,75.77,90.63,78.7,79.85,18,15,14,10,9,434,0,
360X1071,500,float64,198.979,0.944353009,195.9,198.9,199.1,199.5,202.5,199,199.5,199.1,198.9,199.4,74,61,59,43,36,227,0,
360X1072,500,float64,198.979,0.944353009,195.9,198.9,199.1,199.5,202.5,199,199.5,199.1,198.9,199.4,74,61,59,43,36,227,0,
360X1073,500,float64,198.979,0.944353009,195.9,198.9,199.1,199.5,202.5,199,199.5,199.1,198.9,199.4,74,61,59,43,36,227,0,
360X1074,500,float64,48.07588,0.442812818,46.43,47.94,48.265,48.3425,49.17,48.38,48.32,48.27,48.36,48.3,36,26,22,18,17,381,0,
360X1075,500,float64,198.979,0.944353009,195.9,198.9,199.1,199.5,202.5,199,199.5,199.1,198.9,199.4,74,61,59,43,36,227,0,
360X1076,500,float64,198.979,0.944353009,195.9,198.9,199.1,199.5,202.5,199,199.5,199.1,198.9,199.4,74,61,59,43,36,227,0,
360X1077,500,float64,48.07588,0.442812818,46.43,47.94,48.265,48.3425,49.17,48.38,48.32,48.27,48.36,48.3,36,26,22,18,17,381,0,
360X1078,500,float64,198.979,0.944353009,195.9,198.9,199.1,199.5,202.5,199,199.5,199.1,198.9,199.4,74,61,59,43,36,227,0,
360X1079,500,float64,198.979,0.944353009,195.9,198.9,199.1,199.5,202.5,199,199.5,199.1,198.9,199.4,74,61,59,43,36,227,0,
360X1080,500,float64,84.80304,6.57185329,75.51,78.4,88.06,90.8,94.39,77.42,75.77,90.63,78.7,79.85,18,15,14,10,9,434,0,
360X1081,500,float64,84.80304,6.57185329,75.51,78.4,88.06,90.8,94.39,77.42,75.77,90.63,78.7,79.85,18,15,14,10,9,434,0,
360X1082,500,float64,48.07588,0.442812818,46.43,47.94,48.265,48.3425,49.17,48.38,48.32,48.27,48.36,48.3,36,26,22,18,17,381,0,
360X1083,500,float64,48.07588,0.442812818,46.43,47.94,48.265,48.3425,49.17,48.38,48.32,48.27,48.36,48.3,36,26,22,18,17,381,0,
360X1084,500,float64,48.07588,0.442812818,46.43,47.94,48.265,48.3425,49.17,48.38,48.32,48.27,48.36,48.3,36,26,22,18,17,381,0,
360X1085,500,float64,198.8852,0.964324013,195.8,198.7,198.9,199.3,202.4,198.8,199,199.3,199.4,198.9,88,60,56,41,38,217,0,
360X1086,500,float64,48.07588,0.442812818,46.43,47.94,48.265,48.3425,49.17,48.38,48.32,48.27,48.36,48.3,36,26,22,18,17,381,0,
360X1087,500,float64,48.07588,0.442812818,46.43,47.94,48.265,48.3425,49.17,48.38,48.32,48.27,48.36,48.3,36,26,22,18,17,381,0,
360X1088,500,float64,198.8852,0.964324013,195.8,198.7,198.9,199.3,202.4,198.8,199,199.3,199.4,198.9,88,60,56,41,38,217,0,
360X1089,500,float64,48.07588,0.442812818,46.43,47.94,48.265,48.3425,49.17,48.38,48.32,48.27,48.36,48.3,36,26,22,18,17,381,0,
360X1090,500,float64,48.07588,0.442812818,46.43,47.94,48.265,48.3425,49.17,48.38,48.32,48.27,48.36,48.3,36,26,22,18,17,381,0,
360X1091,500,float64,84.80304,6.57185329,75.51,78.4,88.06,90.8,94.39,77.42,75.77,90.63,78.7,79.85,18,15,14,10,9,434,0,
360X1092,500,float64,4.4823,0.250434712,3.91,4.42,4.5,4.69,4.91,4.5,4.43,4.47,4.7,4.69,24,24,24,23,18,387,0,
360X1093,500,float64,199.1914,0.906415588,196.1,199.1,199.3,199.7,202.7,199.2,199.7,199.3,199.1,199.4,81,67,61,45,31,215,0,
360X1094,500,float64,199.1914,0.906415588,196.1,199.1,199.3,199.7,202.7,199.2,199.7,199.3,199.1,199.4,81,67,61,45,31,215,0,
360X1095,500,float64,199.1914,0.906415588,196.1,199.1,199.3,199.7,202.7,199.2,199.7,199.3,199.1,199.4,81,67,61,45,31,215,0,
360X1096,500,float64,47.1968,0.415974795,45.59,47.06,47.38,47.46,48.28,47.43,47.46,47.49,47.44,47.42,23,22,22,20,19,394,0,
360X1097,500,float64,199.1914,0.906415588,196.1,199.1,199.3,199.7,202.7,199.2,199.7,199.3,199.1,199.4,81,67,61,45,31,215,0,
360X1098,500,float64,199.1914,0.906415588,196.1,199.1,199.3,199.7,202.7,199.2,199.7,199.3,199.1,199.4,81,67,61,45,31,215,0,
360X1099,500,float64,47.1968,0.415974795,45.59,47.06,47.38,47.46,48.28,47.43,47.46,47.49,47.44,47.42,23,22,22,20,19,394,0,
360X1100,500,float64,199.1914,0.906415588,196.1,199.1,199.3,199.7,202.7,199.2,199.7,199.3,199.1,199.4,81,67,61,45,31,215,0,
360X1101,500,float64,199.1914,0.906415588,196.1,199.1,199.3,199.7,202.7,199.2,199.7,199.3,199.1,199.4,81,67,61,45,31,215,0,
360X1102,500,float64,4.4823,0.250434712,3.91,4.42,4.5,4.69,4.91,4.5,4.43,4.47,4.7,4.69,24,24,24,23,18,387,0,
360X1103,500,float64,84.80304,6.57185329,75.51,78.4,88.06,90.8,94.39,77.42,75.77,90.63,78.7,79.85,18,15,14,10,9,434,0,
360X1104,500,float64,47.1968,0.415974795,45.59,47.06,47.38,47.46,48.28,47.43,47.46,47.49,47.44,47.42,23,22,22,20,19,394,0,
360X1105,500,float64,47.1968,0.415974795,45.59,47.06,47.38,47.46,48.28,47.43,47.46,47.49,47.44,47.42,23,22,22,20,19,394,0,
360X1106,500,float64,47.1968,0.415974795,45.59,47.06,47.38,47.46,48.28,47.43,47.46,47.49,47.44,47.42,23,22,22,20,19,394,0,
360X1107,500,float64,198.979,0.944353009,195.9,198.9,199.1,199.5,202.5,199,199.5,199.1,198.9,199.4,74,61,59,43,36,227,0,
360X1108,500,float64,47.1968,0.415974795,45.59,47.06,47.38,47.46,48.28,47.43,47.46,47.49,47.44,47.42,23,22,22,20,19,394,0,
360X1109,500,float64,47.1968,0.415974795,45.59,47.06,47.38,47.46,48.28,47.43,47.46,47.49,47.44,47.42,23,22,22,20,19,394,0,
360X1110,500,float64,198.979,0.944353009,195.9,198.9,199.1,199.5,202.5,199,199.5,199.1,198.9,199.4,74,61,59,43,36,227,0,
360X1111,500,float64,47.1968,0.415974795,45.59,47.06,47.38,47.46,48.28,47.43,47.46,47.49,47.44,47.42,23,22,22,20,19,394,0,
360X1112,500,float64,47.1968,0.415974795,45.59,47.06,47.38,47.46,48.28,47.43,47.46,47.49,47.44,47.42,23,22,22,20,19,394,0,
360X1113,500,float64,84.80304,6.57185329,75.51,78.4,88.06,90.8,94.39,77.42,75.77,90.63,78.7,79.85,18,15,14,10,9,434,0,
360X1114,500,float64,4.4823,0.250434712,3.91,4.42,4.5,4.69,4.91,4.5,4.43,4.47,4.7,4.69,24,24,24,23,18,387,0,
360X1115,500,float64,31.7504,0.262674391,30.8,31.7,31.8,31.9,32.9,31.8,31.9,32,31.4,31.7,196,107,50,49,24,74,0,
360X1116,500,float64,31.7504,0.262674391,30.8,31.7,31.8,31.9,32.9,31.8,31.9,32,31.4,31.7,196,107,50,49,24,74,0,
360X1117,500,float64,31.7504,0.262674391,30.8,31.7,31.8,31.9,32.9,31.8,31.9,32,31.4,31.7,196,107,50,49,24,74,0,
360X1118,500,float64,915.82958,3.872564827,902.61,915.465,916.64,918.25,932.18,916.54,916.64,918.91,916.36,918.82,36,35,27,23,23,356,0,
360X1119,500,float64,31.7504,0.262674391,30.8,31.7,31.8,31.9,32.9,31.8,31.9,32,31.4,31.7,196,107,50,49,24,74,0,
360X1120,500,float64,31.7504,0.262674391,30.8,31.7,31.8,31.9,32.9,31.8,31.9,32,31.4,31.7,196,107,50,49,24,74,0,
360X1121,500,float64,915.82958,3.872564827,902.61,915.465,916.64,918.25,932.18,916.54,916.64,918.91,916.36,918.82,36,35,27,23,23,356,0,
360X1122,500,float64,31.7504,0.262674391,30.8,31.7,31.8,31.9,32.9,31.8,31.9,32,31.4,31.7,196,107,50,49,24,74,0,
360X1123,500,float64,31.7504,0.262674391,30.8,31.7,31.8,31.9,32.9,31.8,31.9,32,31.4,31.7,196,107,50,49,24,74,0,
360X1124,500,float64,4.4823,0.250434712,3.91,4.42,4.5,4.69,4.91,4.5,4.43,4.47,4.7,4.69,24,24,24,23,18,387,0,
360X1125,500,float64,69.0612,2.91917415,59.9,70,70,70,70,70,69.9,59.9,,,406,48,46,,,0,0,
360X1126,500,float64,2486.521,23.98208623,2413.7,2483.2,2487.1,2496.9,2569.5,2495.9,2483.3,2484.5,2485.2,2484.1,25,21,19,17,14,404,0,
360X1127,500,float64,2486.521,23.98208623,2413.7,2483.2,2487.1,2496.9,2569.5,2495.9,2483.3,2484.5,2485.2,2484.1,25,21,19,17,14,404,0,
360X1128,500,float64,2486.521,23.98208623,2413.7,2483.2,2487.1,2496.9,2569.5,2495.9,2483.3,2484.5,2485.2,2484.1,25,21,19,17,14,404,0,
360X1129,500,float64,0.19038,0.001913877,0.19,0.19,0.19,0.19,0.2,0.19,0.2,,,,481,19,,,,0,0,"'360X1129',"
360X1130,500,float64,2486.521,23.98208623,2413.7,2483.2,2487.1,2496.9,2569.5,2495.9,2483.3,2484.5,2485.2,2484.1,25,21,19,17,14,404,0,
360X1131,500,float64,2486.521,23.98208623,2413.7,2483.2,2487.1,2496.9,2569.5,2495.9,2483.3,2484.5,2485.2,2484.1,25,21,19,17,14,404,0,
360X1132,500,float64,0.19038,0.001913877,0.19,0.19,0.19,0.19,0.2,0.19,0.2,,,,481,19,,,,0,0,"'360X1132',"
360X1133,500,float64,2486.521,23.98208623,2413.7,2483.2,2487.1,2496.9,2569.5,2495.9,2483.3,2484.5,2485.2,2484.1,25,21,19,17,14,404,0,
360X1134,500,float64,2486.521,23.98208623,2413.7,2483.2,2487.1,2496.9,2569.5,2495.9,2483.3,2484.5,2485.2,2484.1,25,21,19,17,14,404,0,
360X1135,500,float64,69.0612,2.91917415,59.9,70,70,70,70,70,69.9,59.9,,,406,48,46,,,0,0,
360X1136,500,float64,4.11944,0.177150928,3.76,3.97,4.08,4.3,4.48,3.97,3.93,4.32,4.08,4,37,27,24,21,19,372,0,
360X1137,500,float64,185.4596,0.915841346,182.6,185.3,185.4,185.8,188.5,185.8,185.4,185.3,185.5,185.9,89,82,73,49,27,180,0,
360X1138,500,float64,185.4596,0.915841346,182.6,185.3,185.4,185.8,188.5,185.8,185.4,185.3,185.5,185.9,89,82,73,49,27,180,0,
360X1139,500,float64,2.24586,0.04802993,2.11,2.22,2.26,2.29,2.31,2.29,2.3,2.27,2.26,2.22,72,62,61,45,33,227,0,
360X1140,500,float64,185.4596,0.915841346,182.6,185.3,185.4,185.8,188.5,185.8,185.4,185.3,185.5,185.9,89,82,73,49,27,180,0,
360X1141,500,float64,2.24586,0.04802993,2.11,2.22,2.26,2.29,2.31,2.29,2.3,2.27,2.26,2.22,72,62,61,45,33,227,0,
360X1142,500,float64,185.4596,0.915841346,182.6,185.3,185.4,185.8,188.5,185.8,185.4,185.3,185.5,185.9,89,82,73,49,27,180,0,
360X1143,500,float64,4.11944,0.177150928,3.76,3.97,4.08,4.3,4.48,3.97,3.93,4.32,4.08,4,37,27,24,21,19,372,0,
360X1144,500,float64,4.11944,0.177150928,3.76,3.97,4.08,4.3,4.48,3.97,3.93,4.32,4.08,4,37,27,24,21,19,372,0,
360X1145,500,float64,2.24586,0.04802993,2.11,2.22,2.26,2.29,2.31,2.29,2.3,2.27,2.26,2.22,72,62,61,45,33,227,0,
360X1146,500,float64,2.24586,0.04802993,2.11,2.22,2.26,2.29,2.31,2.29,2.3,2.27,2.26,2.22,72,62,61,45,33,227,0,
360X1147,500,float64,162.4918,0.7447833,160.1,162.3,162.6,162.9,165.3,162.6,162.5,162.9,162.8,162.3,85,64,58,44,39,210,0,
360X1148,500,float64,2.24586,0.04802993,2.11,2.22,2.26,2.29,2.31,2.29,2.3,2.27,2.26,2.22,72,62,61,45,33,227,0,
360X1149,500,float64,162.4918,0.7447833,160.1,162.3,162.6,162.9,165.3,162.6,162.5,162.9,162.8,162.3,85,64,58,44,39,210,0,
360X1150,500,float64,2.24586,0.04802993,2.11,2.22,2.26,2.29,2.31,2.29,2.3,2.27,2.26,2.22,72,62,61,45,33,227,0,
360X1151,500,float64,4.11944,0.177150928,3.76,3.97,4.08,4.3,4.48,3.97,3.93,4.32,4.08,4,37,27,24,21,19,372,0,
360X1152,500,float64,151.0558,9.495693906,136.7,140.6,155.2,158.9,168.7,157.7,159,157.6,157.4,140.3,11,8,8,8,7,458,0,
360X1153,500,float64,19.9268,0.044336118,19.9,19.9,19.9,20,20,19.9,20,,,,366,134,,,,0,0,
360X1154,500,float64,19.9268,0.044336118,19.9,19.9,19.9,20,20,19.9,20,,,,366,134,,,,0,0,
360X1155,500,float64,19.9268,0.044336118,19.9,19.9,19.9,20,20,19.9,20,,,,366,134,,,,0,0,
360X1156,500,float64,1.4998,0.043170446,1.4,1.5,1.5,1.5,1.6,1.5,1.4,1.6,,,407,47,46,,,0,0,
360X1157,500,float64,19.9268,0.044336118,19.9,19.9,19.9,20,20,19.9,20,,,,366,134,,,,0,0,
360X1158,500,float64,19.9268,0.044336118,19.9,19.9,19.9,20,20,19.9,20,,,,366,134,,,,0,0,
360X1159,500,float64,1.4998,0.043170446,1.4,1.5,1.5,1.5,1.6,1.5,1.4,1.6,,,407,47,46,,,0,0,
360X1160,500,float64,19.9268,0.044336118,19.9,19.9,19.9,20,20,19.9,20,,,,366,134,,,,0,0,
360X1161,500,float64,19.9268,0.044336118,19.9,19.9,19.9,20,20,19.9,20,,,,366,134,,,,0,0,
360X1162,500,float64,151.0558,9.495693906,136.7,140.6,155.2,158.9,168.7,157.7,159,157.6,157.4,140.3,11,8,8,8,7,458,0,
360X1164,500,int64,1.486,0.500304516,1,1,1,2,2,1,2,,,,257,243,,,,0,0,
360X1165,500,int64,1.486,0.500304516,1,1,1,2,2,1,2,,,,257,243,,,,0,0,
360X1166,500,float64,51.5826,3.335681457,42.2,49.9,51.65,54.225,59.6,50.6,53.6,50.4,54.5,48.2,12,12,12,12,11,441,0,
360X1167,500,float64,1.25236,0.126034963,0.953,1.20775,1.239,1.28125,1.613,1.235,1.238,1.236,1.244,1.232,13,11,10,9,9,448,0,
360X1168,500,float64,1.25236,0.126034963,0.953,1.20775,1.239,1.28125,1.613,1.235,1.238,1.236,1.244,1.232,13,11,10,9,9,448,0,
360X1169,500,float64,1.25236,0.126034963,0.953,1.20775,1.239,1.28125,1.613,1.235,1.238,1.236,1.244,1.232,13,11,10,9,9,448,0,
360X1170,500,float64,50.1176,0.058797571,50,50.1,50.1,50.1,50.3,50.1,50.3,50,,,450,46,4,,,0,0,
360X1171,500,float64,1.25236,0.126034963,0.953,1.20775,1.239,1.28125,1.613,1.235,1.238,1.236,1.244,1.232,13,11,10,9,9,448,0,
360X1172,500,float64,1.25236,0.126034963,0.953,1.20775,1.239,1.28125,1.613,1.235,1.238,1.236,1.244,1.232,13,11,10,9,9,448,0,
360X1173,500,float64,50.1176,0.058797571,50,50.1,50.1,50.1,50.3,50.1,50.3,50,,,450,46,4,,,0,0,
360X1174,500,float64,1.25236,0.126034963,0.953,1.20775,1.239,1.28125,1.613,1.235,1.238,1.236,1.244,1.232,13,11,10,9,9,448,0,
360X1175,500,float64,1.25236,0.126034963,0.953,1.20775,1.239,1.28125,1.613,1.235,1.238,1.236,1.244,1.232,13,11,10,9,9,448,0,
360X1176,500,float64,51.5826,3.335681457,42.2,49.9,51.65,54.225,59.6,50.6,53.6,50.4,54.5,48.2,12,12,12,12,11,441,0,
360X1177,500,float64,51.5826,3.335681457,42.2,49.9,51.65,54.225,59.6,50.6,53.6,50.4,54.5,48.2,12,12,12,12,11,441,0,
360X1178,500,float64,50.1176,0.058797571,50,50.1,50.1,50.1,50.3,50.1,50.3,50,,,450,46,4,,,0,0,
360X1179,500,float64,50.1176,0.058797571,50,50.1,50.1,50.1,50.3,50.1,50.3,50,,,450,46,4,,,0,0,
360X1180,500,float64,50.1176,0.058797571,50,50.1,50.1,50.1,50.3,50.1,50.3,50,,,450,46,4,,,0,0,
360X1181,500,float64,10.6346,0.50554326,9.3,10.3,10.55,11.1,12.2,10.4,10.5,10.1,11.1,10.3,50,45,44,44,34,283,0,
